@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R52-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=b numeric
@attribute var_0=a numeric
@attribute var_0=? numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3=u numeric
@attribute var_3=y numeric
@attribute var_3=? numeric
@attribute var_3=l numeric
@attribute var_4=g numeric
@attribute var_4=p numeric
@attribute var_4=? numeric
@attribute var_4=gg numeric
@attribute var_5=w numeric
@attribute var_5=q numeric
@attribute var_5=m numeric
@attribute var_5=r numeric
@attribute var_5=cc numeric
@attribute var_5=k numeric
@attribute var_5=c numeric
@attribute var_5=d numeric
@attribute var_5=x numeric
@attribute var_5=i numeric
@attribute var_5=e numeric
@attribute var_5=aa numeric
@attribute var_5=ff numeric
@attribute var_5=j numeric
@attribute var_5=? numeric
@attribute var_6=v numeric
@attribute var_6=h numeric
@attribute var_6=bb numeric
@attribute var_6=ff numeric
@attribute var_6=j numeric
@attribute var_6=z numeric
@attribute var_6=? numeric
@attribute var_6=o numeric
@attribute var_6=dd numeric
@attribute var_6=n numeric
@attribute var_7 numeric
@attribute var_8=t numeric
@attribute var_8=f numeric
@attribute var_9=t numeric
@attribute var_9=f numeric
@attribute var_10 numeric
@attribute var_11=f numeric
@attribute var_11=t numeric
@attribute var_12=g numeric
@attribute var_12=s numeric
@attribute var_12=p numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute label {0,1}

@data
1,0,0,0.197143,0.029821,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,0,1,0,1,0,1,0,1,0,0,0.05,0,0.506164,0.380129,0.561675,0.293919,0.62938,0.332354,0.514656,0.971573,0.050884,0.493691,0.581137,0.384596,0.472063,0.686265,0.456089,0
1,0,0,0.425873,0.1175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,0,1,0,1,0,0.2,0,0.834247,0.522888,0.593177,0.448573,0.083723,0.156603,0.742704,0.221176,0.345591,0.834221,0.369135,0.431746,0.141769,0.073393,0.270929,0
0,1,0,0.220952,0.053571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,1,0,0,1,0,1,0,0,1,0,0.184,0,0.528483,0.815824,0.268374,0.252145,0.799539,0.782242,0.890301,0.147856,0.76094,0.178729,0.459875,0.266263,0.868392,0.9362,0.389468,0
0,1,0,0.134921,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.114035,0,1,0,1,0,1,0,1,0,0,0.14,0,0.632615,0.038601,0.814223,0.431835,0.640513,0.493165,0.384542,0.249247,0.783507,0.531429,0.569846,0.043073,0.387563,0.885561,0.888013,0
1,0,0,0.296349,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,0,1,1,0,0,0.06,0,0.045405,0.932235,0.810977,0.770755,0.029178,0.486815,0.514092,0.396684,0.110595,0.981377,0.861305,0.960155,0.587711,0.129572,0.384745,0
0,1,0,0.112381,0.303571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0,0.00351,0.041697,0.783295,0.418928,0.344388,0.439073,0.693521,0.086042,0.787399,0.129384,0.42756,0.533708,0.87044,0.195583,0.637752,0.538033,0
1,0,0,0.148095,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,1,0,0,0.05,0.04208,0.56073,0.189285,0.058148,0.248326,0.776809,0.436195,0.933858,0.861266,0.172657,0.947737,0.681427,0.496462,0.52299,0.674664,0.245162,0
1,0,0,0.154762,0.113036,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,1,0,0.014925,0,1,1,0,0,0.14,0.0008,0.785745,0.634314,0.776874,0.364621,0.761629,0.879679,0.500764,0.546542,0.342517,0.227936,0.054922,0.497,0.958346,0.867896,0.427195,0
1,0,0,0.035714,0.111607,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,1,0,0.014925,1,0,1,0,0,0,0.00006,0.096974,0.438259,0.761207,0.370526,0.107471,0.343721,0.418101,0.925832,0.057785,0.957776,0.851057,0.004107,0.790233,0.786504,0.454625,0
0,1,0,0.178571,0.392857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.157895,1,0,0,1,0,1,0,1,0,0,0.06,0,0.256502,0.898624,0.379374,0.967502,0.892123,0.682001,0.665515,0.034835,0.921041,0.906877,0.352874,0.177894,0.282984,0.566556,0.429032,0
1,0,0,0.206349,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026316,0,1,0,1,0,0,1,1,0,0,0.04,0,0.592995,0.578347,0.411982,0.326419,0.572564,0.407762,0.709017,0.468307,0.294362,0.498975,0.897702,0.586263,0.936187,0.449604,0.890707,0
1,0,0,0.109841,0.188929,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,1,0,1,0,0.014925,1,0,1,0,0,0.08,0,0.847482,0.248875,0.716119,0.184668,0.921231,0.580891,0.222393,0.811366,0.218416,0.199143,0.401197,0.64616,0.556357,0.385375,0.788614,0
1,0,0,0.275079,0.110179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,0,1,1,0,0.029851,0,1,1,0,0,0.08,0.00041,0.415249,0.468683,0.701689,0.366921,0.760733,0.81029,0.365501,0.697936,0.165437,0.985112,0.384014,0.281117,0.525445,0.410395,0.632795,0
1,0,0,0.171905,0.446429,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.030702,1,0,0,1,0,0,1,1,0,0,0.13,0,0.516683,0.830463,0.693833,0.522153,0.881373,0.497972,0.96485,0.434154,0.153328,0.961137,0.09891,0.123842,0.465516,0.19917,0.62362,0
1,0,0,0.123016,0.348214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,1,0,0,1,0,1,0,1,0,0,0.07,0,0.943284,0.46041,0.250246,0.738909,0.98944,0.117669,0.687358,0.272966,0.288751,0.724009,0.300337,0.777874,0.118287,0.918142,0.770151,0
1,0,0,0.240794,0.013393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.11,0.0014,0.58176,0.284278,0.084832,0.047921,0.857507,0.411275,0.74503,0.310921,0.08177,0.56446,0.027235,0.445713,0.38548,0.907014,0.743244,0
1,0,0,0.777778,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.00012,0.154892,0.377809,0.578713,0.820256,0.425507,0.474778,0.394604,0.456244,0.042948,0.488155,0.882832,0.942408,0.485601,0.145779,0.426939,0
0,1,0,0.579365,0.029821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.12,0.00117,0.304583,0.036355,0.209561,0.681761,0.830367,0.676724,0.313572,0.351727,0.632185,0.525284,0.43812,0.583471,0.23799,0.738762,0.502664,0
1,0,0,0.123016,0.410714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,0,1,1,0,0,0.05,0.00068,0.358619,0.230559,0.832121,0.589789,0.868281,0.301161,0.612417,0.093355,0.443442,0.875083,0.566985,0.190163,0.669732,0.296354,0.715857,0
0,1,0,0.628254,0.005893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.031,0.00027,0.824409,0.066844,0.376075,0.015489,0.922641,0.113377,0.496937,0.594917,0.680674,0.981836,0.207732,0.314591,0.189089,0.670345,0.864598,0
1,0,0,0.178571,0.428571,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.078947,1,0,1,0,0.029851,0,1,1,0,0,0.06,0.00005,0.721696,0.080793,0.717943,0.388605,0.115276,0.651497,0.569099,0.529599,0.963117,0.648138,0.249003,0.010494,0.991732,0.567907,0.482528,0
1,0,0,0.150794,0.450893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,1,0,0.029851,1,0,1,0,0,0,0.05552,0.77582,0.303827,0.143127,0.301198,0.604222,0.663719,0.217095,0.664916,0.375957,0.413737,0.069695,0.738944,0.246358,0.942413,0.203602,0
1,0,0,0.461587,0.044643,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.486842,0,1,1,0,0.014925,0,1,1,0,0,0.176,0.00112,0.462143,0.566063,0.371275,0.059526,0.793454,0.082905,0.209442,0.856316,0.205885,0.957226,0.766318,0.978063,0.049997,0.688051,0.154805,0
1,0,0,0.540952,0.14875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,1,0,0,0.26,0,0.351134,0.281854,0.660945,0.730558,0.486045,0.655685,0.486589,0.27711,0.772726,0.828009,0.625152,0.156507,0.34196,0.393063,0.613394,0
1,0,0,0.109841,0.014821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0,0.00044,0.629196,0.636307,0.17752,0.830345,0.487603,0.666371,0.538927,0.278402,0.57692,0.484796,0.496824,0.911479,0.048042,0.214455,0.831972,0
1,0,0,0.49873,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,1,0,0,1,0,0,1,1,0,0,0.07,0,0.306187,0.171764,0.640773,0.121847,0.105742,0.87501,0.478295,0.958164,0.553532,0.115659,0.563135,0.001456,0.045259,0.048775,0.059792,0
1,0,0,0.161429,0.020893,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.12,0.00001,0.322369,0.190542,0.935009,0.871799,0.060539,0.123306,0.49706,0.904843,0.375765,0.923053,0.360142,0.282278,0.747716,0.350859,0.677703,0
1,0,0,0.322698,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,1,0,1,0,0,0.23,0.00016,0.178997,0.310411,0.673484,0.388569,0.642017,0.981656,0.680047,0.548174,0.916945,0.180583,0.665381,0.02402,0.385958,0.532678,0.95564,0
1,0,0,0.61381,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.131579,0,1,0,1,0,0,1,1,0,0,0,0.0035,0.204411,0.884678,0.503439,0.99729,0.03979,0.192442,0.984471,0.910891,0.462952,0.839291,0.850362,0.910718,0.957619,0.569217,0.378825,0
1,0,0,0.076667,0.203929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.018947,0,1,0,1,0,1,0,1,0,0,0.06,0,0.80559,0.941202,0.968641,0.110674,0.644752,0.371095,0.652899,0.914695,0.683334,0.951289,0.511763,0.336036,0.929264,0.631824,0.960282,0
0,1,0,0.18381,0.074464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.096491,1,0,0,1,0,0,1,1,0,0,0.18,0.00001,0.877098,0.360407,0.311017,0.95984,0.565676,0.515244,0.983645,0.129456,0.634667,0.549482,0.277812,0.577498,0.646077,0.822791,0.73226,0
1,0,0,0.071429,0.005893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,0,1,0,0.14,0,0.635681,0.695672,0.224713,0.5154,0.537588,0.66066,0.968532,0.08017,0.26658,0.370081,0.139867,0.82516,0.819397,0.273468,0.66242,0
1,0,0,0.283016,0.026786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,0,1,1,0,0,0.16,0,0.412821,0.247799,0.757402,0.770886,0.551798,0.144952,0.584786,0.57241,0.572648,0.514693,0.308403,0.648465,0.596722,0.845303,0.580047,0
1,0,0,0.189206,0.078929,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.140351,1,0,0,1,0,1,0,1,0,0,0.094,0,0.729515,0.001199,0.422064,0.720026,0.039487,0.265371,0.003087,0.757939,0.424092,0.699795,0.085646,0.504319,0.884537,0.074184,0.476042,0
1,0,0,0.22619,0.107143,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026316,0,1,0,1,0,0,1,1,0,0,0.15,0.00067,0.293146,0.299491,0.796453,0.240437,0.718218,0.357381,0.895472,0.828677,0.12893,0.466449,0.496139,0.665089,0.507414,0.767053,0.253687,0
1,0,0,0.145556,0.006071,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,0,1,0,0,0,0.059221,0.8611,0.303065,0.135669,0.508398,0.380874,0.705545,0.143984,0.7196,0.95315,0.37939,0.727008,0.509549,0.096777,0.546107,0
1,0,0,0.40746,0.061071,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,0,1,0,0.2,0,0.593196,0.997302,0.379752,0.89103,0.009422,0.689542,0.936719,0.451174,0.340438,0.718398,0.562226,0.156704,0.746661,0.646775,0.262928,0
0,1,0,0.06619,0.364643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.0005,0.543745,0.512852,0.165198,0.094109,0.077806,0.39952,0.579521,0.929771,0.800955,0.31397,0.876879,0.667275,0.064083,0.952079,0.752022,0
0,1,0,0.365079,0.168214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.08,0,0.285412,0.554873,0.228255,0.697604,0.514466,0.020957,0.541701,0.341417,0.951471,0.242248,0.109762,0.537642,0.72454,0.171182,0.191012,0
1,0,0,0.169365,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005789,0,1,1,0,0.029851,1,0,1,0,0,0.16,0.013,0.362873,0.19264,0.137432,0.574425,0.926251,0.807182,0.555573,0.516004,0.843213,0.134838,0.251085,0.75924,0.501105,0.561221,0.337929,0
1,0,0,0.355873,0.196429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.175439,0,1,0,1,0,1,0,1,0,0,0.105,0.00687,0.507167,0.841414,0.736192,0.967883,0.448736,0.304835,0.231639,0.328594,0.029699,0.182312,0.62471,0.766678,0.277789,0.66288,0.080665,0
0,1,0,0.138889,0.303571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,1,0,1,0,0.149254,1,0,1,0,0,0.04,0.0099,0.566968,0.405646,0.178089,0.08114,0.978716,0.823021,0.3716,0.619446,0.567022,0.435733,0.583423,0.810403,0.889952,0.816401,0.161449,0
1,0,0,0.206349,0.160714,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.087719,0,1,0,1,0,1,0,1,0,0,0.1,0.0121,0.954944,0.837686,0.031648,0.615592,0.540176,0.061585,0.973051,0.975529,0.09202,0.708433,0.522423,0.667946,0.303758,0.158645,0.127064,0
1,0,0,0.128254,0.055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,1,0,0,0.178,0,0.915676,0.679738,0.761737,0.390359,0.221584,0.003853,0.502854,0.09892,0.892088,0.938369,0.600509,0.563051,0.240446,0.78361,0.705764,0
1,0,0,0.154762,0.098214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.157895,0,1,0,1,0,1,0,1,0,0,0.08,0.00025,0.816406,0.568645,0.076922,0.151627,0.46458,0.572099,0.470161,0.530547,0.780941,0.911811,0.596628,0.188703,0.469395,0.967954,0.271749,0
0,1,0,0.036984,0.011964,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.014925,1,0,1,0,0,0.08,0.00126,0.628633,0.145224,0.29784,0.836909,0.851107,0.212621,0.619031,0.277567,0.600508,0.11876,0.574839,0.568114,0.929692,0.640484,0.559635,0
1,0,0,0.06619,0.007321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.14,0.0075,0.835561,0.347321,0.615553,0.782395,0.893128,0.505878,0.23648,0.581985,0.742563,0.829338,0.128886,0.943931,0.45562,0.13688,0.522968,0
0,1,0,0.171905,0.023929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061404,1,0,0,1,0,1,0,1,0,0,0.2,0,0.248805,0.48688,0.226377,0.787301,0.947383,0.392335,0.318878,0.123946,0.987018,0.785109,0.914497,0.266991,0.326416,0.069417,0.048722,0
1,0,0,0.050317,0.011964,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,0,1,0,0.1,0,0.902065,0.717863,0.110409,0.963423,0.521349,0.439879,0.562595,0.608075,0.817847,0.433453,0.657152,0.761673,0.332292,0.262801,0.143138,0
0,1,0,0.68381,0.151786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.175439,0,1,0,1,0,0,1,1,0,0,0,0.00004,0.83584,0.830273,0.993855,0.825976,0.846827,0.559987,0.374924,0.863743,0.781739,0.450751,0.724012,0.232094,0.082077,0.585063,0.6591,0
1,0,0,0.198413,0.055,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.05,0,0.56219,0.855704,0.089109,0.810067,0.834436,0.864805,0.767469,0.293091,0.755947,0.387021,0.690218,0.483796,0.174382,0.315314,0.54477,0
1,0,0,0.259206,0.037143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017544,1,0,1,0,0.149254,0,1,1,0,0,0.066,0.00028,0.001126,0.097822,0.552105,0.293167,0.998181,0.078702,0.581251,0.337853,0.111589,0.60543,0.638255,0.101133,0.832858,0.193358,0.186535,0
0,1,0,0.374286,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.007368,0,1,0,1,0,1,0,1,0,0,0.13,0.00246,0.836634,0.819537,0.461428,0.662916,0.69364,0.130443,0.824009,0.291762,0.349864,0.674088,0.620443,0.429229,0.477637,0.499759,0.045892,0
0,1,0,0.615079,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,1,0,0,0,0,0.943257,0.868624,0.014229,0.141034,0.749147,0.241888,0.251378,0.284561,0.681842,0.647651,0.073582,0.030138,0.338531,0.704541,0.576152,0
1,0,0,0.219524,0.116071,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.178421,0,1,1,0,0.029851,0,1,1,0,0,0.1845,0.00001,0.89149,0.950432,0.012769,0.38714,0.388437,0.691489,0.794529,0.455823,0.560461,0.562073,0.531918,0.921988,0.785746,0.78022,0.95031,0
1,0,0,0.380952,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.403509,1,0,1,0,0.104478,0,1,1,0,0,0.15,0.00005,0.264455,0.038963,0.815828,0.531641,0.188558,0.343343,0.47423,0.708125,0.01899,0.152901,0.56157,0.584618,0.026482,0.97619,0.886955,0
1,0,0,0.193175,0.03125,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,0,1,1,0,0.029851,0,1,1,0,0,0.087,0.00003,0.307605,0.671855,0.944126,0.243437,0.047269,0.617574,0.127668,0.323663,0.886747,0.210488,0.248855,0.402894,0.84605,0.783884,0.554291,0
1,0,0,0.349206,0.08625,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,1,0,0.029851,1,0,1,0,0,0.11,0.00001,0.363991,0.768787,0.381136,0.268922,0.125369,0.967129,0.963158,0.28025,0.626477,0.665856,0.934086,0.157497,0.461921,0.786058,0.97114,0
1,0,0,0.293651,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.029851,1,0,1,0,0,0.08,0.00001,0.716455,0.80136,0.73046,0.291108,0.115842,0.810746,0.057274,0.647827,0.931867,0.144017,0.714892,0.456898,0.634846,0.310329,0.128717,0
1,0,0,0.325397,0.0625,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008772,1,0,0,1,0,0,1,1,0,0,0.0815,0,0.079835,0.6463,0.395527,0.541751,0.330159,0.137213,0.082693,0.903162,0.419409,0.839805,0.014223,0.939035,0.925724,0.043056,0.34331,0
0,1,0,0.112381,0.017857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.035088,0,1,0,1,0,1,0,1,0,0,0.13,0,0.375373,0.378137,0.835746,0.705625,0.547989,0.711692,0.329249,0.673957,0.951003,0.57878,0.955653,0.719535,0.475341,0.236637,0.095587,0
0,1,0,0.666667,0.252857,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.236842,1,0,1,0,0.044776,0,1,1,0,0,0.05,0.0005,0.74705,0.46304,0.397687,0.733571,0.903778,0.068114,0.813333,0.913965,0.273102,0.445735,0.882901,0.532013,0.343287,0.673989,0.420416,0
1,0,0,0.138889,0.410714,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,1,0,0,0,0.04,0.221573,0.624798,0.756039,0.345397,0.883489,0.500957,0.659932,0.863841,0.716712,0.602102,0.443524,0.995078,0.87258,0.957972,0.092907,0
1,0,0,0.06873,0.241071,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.07,0,0.270701,0.892168,0.382924,0.324155,0.724562,0.574492,0.716503,0.121828,0.940548,0.151164,0.27963,0.791171,0.612054,0.981742,0.227077,0
1,0,0,0.142857,0.410714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,0,1,0,1,0,1,0,0,0,0,0.12455,0.478386,0.185283,0.663526,0.155684,0.238478,0.516598,0.396542,0.538413,0.626944,0.566286,0.991344,0.443175,0.646115,0.407448,0
1,0,0,0.223492,0.053571,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.078947,0,1,1,0,0.014925,0,1,1,0,0,0.05,0.00003,0.278459,0.051788,0.357002,0.441645,0.310337,0.172284,0.63684,0.806822,0.759258,0.561016,0.848889,0.827337,0.559808,0.187397,0.717588,0
0,1,0,0.076667,0.357143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,0,1,0,1,0,1,0,0,0.04,0.00042,0.423738,0.672815,0.707785,0.205429,0.646413,0.905977,0.496437,0.504193,0.886893,0.58811,0.183103,0.114493,0.678279,0.105046,0.027241,0
